Artist,Position,Title,Year
Usher featuring Pitbull,65,DJ Got Us Fallin' In Love,2011
The Script,66,For the First Time,2011
Blake Shelton,67,Honey Bee,2011
Jason Aldean With Kelly Clarkson,68,Don't You Wanna Stay,2011
Rihanna featuring Calvin Harris,69,We Found Love,2011
Keri Hilson,70,Pretty Girl Rock,2011
Lady Gaga,71,Yoü and I,2011
Far*East Movement featuring Cataracs & Dev,72,Like a G6,2011
David Guetta featuring Usher,73,Without You,2011
Taylor Swift,74,Back to December,2011
Katy Perry,75,Wide Awake - Teenage Dream,2011
Eli Young Band,76,Crazy Girl,2011
Rihanna,77,Cheers (Drink to That),2011
Selena Gomez & The Scene,78,Who Says,2011
Jake Owen,79,Barefoot Blue Jean Night,2011
Zac Brown Band featuring Jimmy Buffett,80,Knee Deep,2011
Luke Bryan,81,Country Girl (Shake It for Me),2011
Brad Paisley Duet With Carrie Underwood,82,Remind Me,2011
Dev,83,In the Dark,2011
New Boyz featuring The Cataracs & Dev,84,Backseat,2011
Drake,85,Headlines,2011
Beyonce,86,Best Thing I Never Had,2011
Jason Derulo,87,Don't Wanna Go Home,2011
David Guetta featuring Flo Rida & Nicki Minaj,88,Where Them Girls At,2011
Chris Brown,89,She Ain't You,2011
Rodney Atkins,90,Take a Back Road,2011
Mike Posner,91,Please Don't Go,2011
Miguel,92,Sure Thing,2011
Jessie J featuring B.o.B,93,Price Tag,2011
Blake Shelton,94,God Gave Me You,2011
Lil Wayne featuring Drake,95,She Will,2011
Thompson Square,96,Are You Gonna Kiss Me or Not,2011
Neon Trees,97,Animal,2011
Kenny Chesney featuring Grace Potter,98,You and Tequila,2011
Zac Brown Band,99,Colder Weather,2011
Big Sean featuring Chris Brown,100,My Last,2011
Gotye featuring Kimbra,1,Somebody That I Used to Know,2012
Carly Rae Jepsen,2,Call Me Maybe,2012
Fun. featuring Janelle Monae,3,We Are Young,2012
Maroon 5 featuring Wiz Khalifa,4,Payphone,2012
Ellie Goulding,5,Lights,2012
The Wanted,6,Glad You Came,2012
Kelly Clarkson,7,Stronger (What Doesn't Kill You),2012
Rihanna featuring Calvin Harris,8,We Found Love,2012
Nicki Minaj,9,Starships,2012
One Direction,10,What Makes You Beautiful,2012
Flo Rida featuring Sia,11,Wild Ones,2012
Adele,12,Set Fire To The Rain,2012
LMFAO,13,Sexy and I Know It,2012
Fun.,14,Some Nights,2012
Katy Perry,15,Wide Awake,2012
Flo Rida,16,Good Feeling,2012
Flo Rida,17,Whistle,2012
Maroon 5,18,One More Night,2012
Train,19,Drive By,2012
Drake featuring Lil Wayne,20,The Motto,2012
Rihanna,21,Where Have You Been,2012
Neon Trees,22,Everybody Talks,2012
Drake featuring Rihanna,23,Take Care,2012
David Guetta featuring Sia,24,Titanium,2012
Jason Mraz,25,I Won't Give Up,2012
Bruno Mars,26,It Will Rain,2012
"Kanye West, Big Sean, Pusha T, 2 Chainz",27,Mercy.1,2012
Justin Bieber,28,Boyfriend,2012
LMFAO featuring Lauren Bennett & GoonRock,29,Party Rock Anthem,2012
Alex Clare,30,Too Close,2012
Katy Perry,31,Part of Me,2012
Snoop Dogg and Wiz Khalifa featuring Bruno Mars,32,"Young, Wild & Free",2012
Taylor Swift,33,We Are Never Ever Getting Back Together,2012
Justin Bieber featuring Big Sean,34,As Long As You Love Me,2012
David Guetta featuring Nicki Minaj,35,Turn Me On,2012
Maroon 5 featuring Christina Aguilera,36,Moves Like Jagger,2012
Pink,37,Blow Me (One Last Kiss,2012
Owl City and Carly Rae Jepsen,38,Good Time,2012
Demi Lovato,39,Give Your Heart a Break,2012
Jay Z and Kanye West,40,Ni**as in Paris,2012
Katy Perry,41,The One That Got Away,2012
Calvin Harris,42,Feel So Close,2012
Adele,43,Someone Like You,2012
Usher,44,Scream,2012
Tyga,45,Rack City,2012
Jessie J,46,Domino,2012
PSY,47,Gangnam Styl,2012
Pitbull featuring Chris Brown,48,International Love,2012
Phillip Phillips,49,Home,2012
David Guetta featuring Usher,50,Without You,2012
Gym Class Heroes featuring Neon Hitch,51,Ass Back Home,2012
Hunter Hayes,52,Wanted,2012
Luke Bryan,53,Drunk On You,2012
2 Chainz featuring Drake,54,No Lie,2012
Cher Lloyd,55,Want U Back,2012
Chris Brown,56,Don't Wake Me Up,2012
Big Sean featuring Nicki Minaj,57,Dance (A*$),2012
Eric Church,58,Springsteen,2012
Karmin,59,Brokenhearted,2012
Gavin DeGraw,60,Not Over You,2012
Gym Class Heroes featuring Adam Levine,61,Stereo Hearts,2012
Pitbull,62,Back in Time,2012
J. Cole,63,Work Out,2012
Adele,64,Rumour Has It,2012
Yo,65,Let's Go - Calvin Harris featuring Ne,2012
Carrie Underwood,66,Good Girl,2012
Little Big Town,67,Pontoon,2012
The Lumineers,68,Ho Hey,2012
Coldplay,69,Paradise,2012
Carrie Underwood,70,Blown Away,2012
Adele,71,Rolling in the Deep,2012
Usher,72,Climax,2012
Wiz Khalifa,73,"Work Hard, Play Hard",2012
Yo,74,Let Me Love You (Until You Learn to Love Yourself) - Ne,2012
Nicki Minaj,75,Pound the Alarm,2012
Kenny Chesney,76,Come Over,2012
Trey Songz,77,Heart Attack,2012
Kirko Bangz,78,Drank In My Cup,2012
Rihanna featuring Chris Brown,79,Birthday Cake,2012
B.o.B,80,So Good,2012
Train,81,50 Ways to Say Goodbye,2012
Toby Keith,82,Red Solo Cup,2012
Selena Gomez and The Scene,83,Love You Like a Love Song,2012
Chris Brown,84,Turn Up the Music,2012
Ke$ha,85,Die Young,2012
Pain featuring Wiz Khalifa and Lily Allen,86,5 O'Clock - T,2012
Christina Perri,87,A Thousand Years,2012
Jason Aldean,88,Take a Little Ride,2012
Rihanna,89,You da One,2012
Havana Brown featuring Pitbull,90,We Run the Night,2012
Imagine Dragons,91,It's Time,2012
Ca$h Out,92,Cashin' Out,2012
Luke Bryan,93,I Don't Want This Night to End,2012
Rihanna,94,Diamonds,2012
Lee Brice,95,Hard to Love,2012
Kip Moore,96,Somethin' 'Bout a Truck,2012
Miguel,97,Adorn,2012
Jason Aldean,98,Fly Over States,2012
Eli Young Band,99,Even If It Breaks Your Heart,2012
Macklemore and Ryan Lewis featuring Wanz,1,Thrift Shop,2013
Robin Thicke featuring T.I. and Pharrell,2,Blurred Lines,2013
Imagine Dragons,3,Radioactive,2013
Maroon 5 featuring Wiz Baauer,4,Harlem Shake,2013
Macklemore and Ryan Lewis featuring Ray Dalton,5,Can't Hold Us,2013
Justin Timberlake,6,Mirrors,2013
P!nk featuring Nate Ruess,7,Just Give Me a Reason,2013
Bruno Mars,8,When I Was Your Man,2013
Florida Georgia Line featuring Nelly,9,Cruise,2013
Katy Perry,10,Roar,2013
Bruno Mars,11,Locked Out of Heaven,2013
The Lumineers,12,Ho Hey,2013
Rihanna featuring Mikky Ekko,13,Stay,2013
Daft Punk featuring Pharrell Williams,14,Get Lucky,2013
Lorde,15,Royals,2013
Taylor Swift,16,I Knew You Were Trouble,2013
Miley Cyrus,17,We Can't Stop,2013
Miley Cyrus,18,Wrecking Ball,2013
Avicii,19,Wake Me Up!,2013
Justin Timberlake featuring Jay Z,20,Suit & Tie,2013
Anna Kendrick,21,"Cups (Pitch Perfect's &When I’m Gone"")",2013
Jay Z featuring Justin Timberlake,22,Holy Grail,2013
will.i.am featuring Britney Spears,23,Scream & Shout,2013
Zedd featuring Foxes,24,Clarity,2013
AWOLNATION,25,Sail,2013
Swedish House Mafia featuring John Martin,26,Don't You Worry Child,2013
Rihanna,27,Diamonds,2013
Icona Pop featuring Charli XCX,28,I Love It,2013
Capital Cities,29,Safe and Sound,2013
Bruno Mars,30,Treasure,2013
Ariana Grande featuring Mac Miller,31,The Way,2013
Drake,32,Started From the Bottom,2013
Selena Gomez,33,Come & Get It,2013
Drake featuring Majid Jordan,34,"Hold On, We're Going Home",2013
Maroon 5,35,Daylight,2013
Pitbull featuring Christina Aguilera,36,Feel This Moment,2013
Lady Gaga,37,Applause,2013
Maroon 5,38,One More Night,2013
Lil Wayne featuring Drake and Future,39,Love Me,2013
Fall Out Boy,40,My Songs Know What You Did In the Dark (Light Em Up),2013
"A$AP Rocky featuring Drake, 2 Chainz and Kendrick Lamar",41,F**kin' Problems,2013
Justin Bieber featuring Nicki Minaj,42,Beauty and a Beat,2013
Macklemore and Ryan Lewis featuring Mary Lambert,43,Same Love,2013
Calvin Harris featuring Florence Welch,44,Sweet Nothing,2013
Lana Del Rey and Cedric Gervais,45,Summertime Sadness,2013
Phillip Phillips,46,Home,2013
Imagine Dragons,47,It's Time,2013
J. Cole featuring Miguel,48,Power Trip,2013
Alicia Keys featuring Nicki Minaj,49,Girl On Fire,2013
Demi Lovato,50,Heart Attack,2013
Maroon 5,51,Love Somebody,2013
Mumford and Sons,52,I Will Wait - Babel (Deluxe Edition),2013
P!nk,53,Try,2013
Darius Rucker,54,Wagon Wheel,2013
Psy,55,Gangnam Style,2013
Calvin Harris featuring Ellie Goulding,56,I Need Your Love,2013
Ke$ha,57,Die Young,2013
Fun.,58,Some Nights,2013
Karmin,59,BadWale featuring Tiara Thomas or Rihanna,2013
Blake Shelton featuring Pistol Annies and Friends,60,Boys 'Round Here,2013
Phillip Phillips,61,"Gone, Gone, Gone",2013
Imagine Dragons,62,Demons,2013
OneRepublic,63,Counting Stars,2013
Flo Rida,64,I Cry,2013
Of Monsters And Men,65,Little Talks,2013
Jason Derulo,66,The Other Side,2013
Eminem,67,Berzerk,2013
Kelly Clarkson,68,Catch My Breath,2013
Luke Bryan,69,Crash My Party,2013
Rihanna,70,Pour It Up,2013
Taylor Swift,71,22,2013
Hunter Hayes,72,I Want Crazy,2013
Wiz Khalifa,73,The Fox (What Does the Fox Say?)Ylvis,2013
One Direction,74,Best Song Ever,2013
Ed Sheeran,75,The A Team,2013
Fun.,76,Carry On,2013
Tim McGraw with Taylor Swift,77,Highway Don't Care,2013
Luke Bryan,78,That's My Kind of Night,2013
Kendrick Lamar,79,Swimming Pools (Drank),2013
Blake Shelton,80,Sure Be Cool If You Did,2013
Mariah Carey featuring Miguel,81,#Beautiful,2013
Olly Murs featuring Flo Rida,82,Troublemaker,2013
Ciara,83,Body Party,2013
Miguel,84,Adorn,2013
The Script featuring will.i.am,85,Hall of Fame,2013
Yo,86,Let Me Love You (Until You Learn to Love Yourself) - Ne,2013
Rocko featuring Future and Rick Ross,87,U.O.E.N.O.,2013
Emeli Sandé,88,Next to Me,2013
Miranda Lambert,89,Mama's Broken Heart,2013
Thomas Rhett,90,It Goes Like This,2013
Ace Hood featuring Future and Rick Ross,91,Bugatti,2013
Hunter Hayes,92,Wanted,2013
Lady Antebellum,93,Downtown,2013
Florida Georgia Line,94,Get Your Shine On,2013
will.i.am featuring Justin Bieber,95,#thatPOWER,2013
Sara Bareilles,96,Brave,2013
Passenger,97,Let Her Go,2013
Randy Houser,98,Runnin' Outta Moonlight,2013
2 Chainz,99,I'm Different,2013
Paramore,100,Still Into You,2013
Pharrell Williams,1,Happy,2014
Katy Perry featuring Juicy J,2,Dark Horse,2014
John Legend,3,All of Me,2014
Iggy Azalea featuring Charli XCX,4,Fancy,2014
OneRepublic,5,Counting Stars,2014
Jason Derulo featuring 2 Chainz,6,Talk Dirty,2014
MAGIC!,7,Rude,2014
Meghan Trainor,8,All About That Bass,2014
Ariana Grande featuring Iggy Azalea,9,Problem,2014
Sam Smith,10,Stay With Me,2014
Pitbull featuring Ke$ha,11,Timber,2014
Bastille,12,Pompeii,2014
Taylor Swift,13,Shake It Off,2014
Nico and Vinz,14,Am I Wrong,2014
DJ Snake and Lil Jon,15,Turn Down For What,2014
Eminem featuring Rihanna,16,The Monster,2014
A Great Big World and Christina Aguilera,17,Say Something,2014
Lorde,18,Team,2014
Passenger,19,Let Her Go,2014
Lorde,20,Royals,2014
Idina Menzel,21,Let It Go,2014
Avicii,22,Wake Me Up!,2014
Imagine Dragons,23,Demons,2014
One Direction,24,Story of My Life,2014
Sia,25,Chandelier,2014
Iggy Azalea featuring Rita Ora,26,Black Widow,2014
"Jessie J, Ariana Grande and Nicki Minaj",27,Bang Bang,2014
Disclosure featuring Sam Smith,28,Latch,2014
Maroon 5,29,Maps,2014
Chris Brown featuring Lil Wayne and Tyga,30,Loyal,2014
American Authors,31,Best Day of My Life,2014
Tove Lo,32,Habits (Stay High),2014
Calvin Harris,33,Summer,2014
Charli XCX,34,Boom Clap,2014
Beyonce featuring Jay Z,35,Drunk in Love,2014
Nicki Minaj,36,Anaconda,2014
Ariana Grande featuring Zedd,37,Break Free,2014
Enrique Iglesias featuring Descemer Bueno and Gente De Zona,38,Bailando,2014
Ellie Goulding,39,Burn,2014
Jason Derulo featuring Snoop Dogg,40,Wiggle,2014
Clean Bandit featuring Jess Glynne,41,Rather Be,2014
Jeremih featuring Yg,42,Don't Tell 'Em,2014
Kid Ink featuring Chris Brown,43,Show Me,2014
Miley Cyrus,44,Wrecking Ball,2014
Justin Timberlake,45,Not a Bad Thing,2014
Katy Perry,46,Roar,2014
Paramore,47,Ain't It Fun,2014
Aloe Blacc,48,The Man,2014
Florida Georgia Line featuring Luke Bryan,49,This Is How We Roll,2014
MKTO,50,Classic,2014
Coldplay,51,A Sky Full of Stars,2014
Ed Sheeran,52,Don't,2014
Trey Songz,53,Na Na,2014
Bobby Shmurda,54,Hot Boy,2014
Drake featuring Majid Jordan,55,"Hold On, We're Going Home",2014
Ed Sheeran,56,Sing,2014
Imagine Dragons,57,Radioactive,2014
Yg featuring Jeezy and Rich Homie Quan,58,My Hitta,2014
Echosmith,59,Cool Kids,2014
Avicii,60,Hey Brother,2014
Jason Derulo,61,Trumpets,2014
Maroon 5,62,Animals,2014
Jason Aldean,63,Burnin' It Down,2014
Luke Bryan,64,Play It Again,2014
Tinashe featuring Schoolboy Q,65,2 On,2014
Florida Georgia Line,66,Dirt,2014
OneRepublic,67,Love Runs Out,2014
Brantley Gilbert,68,Bottoms Up,2014
Becky G,69,Shower,2014
Rixton,70,Me and My Broken Heart,2014
Martin Garrix,71,Animals,2014
Rich Gang featuring Young Thug and Rich Homie Quan,72,Lifestyle,2014
Kenny Chesney,73,American Kids,2014
Sara Bareilles,74,Brave,2014
The Neighbourhood,75,Sweater Weather,2014
Sam Hunt,76,Leave the Night On,2014
Chris Brown featuring Usher and Rick Ross,77,New Flame,2014
Michael Jackson and Justin Timberlake,78,Love Never Felt So Good,2014
Dierks Bentley,79,Drunk On a Plane,2014
Katy Perry,80,Birthday,2014
Lady Antebellum,81,Bartender,2014
Naughty Boy featuring Sam Smith,82,La La La,2014
Robin Thicke featuring T.I. and Pharrell,83,Blurred Lines,2014
Lady Gaga featuring R. Kelly,84,Do What U Want,2014
Shakira featuring Rihanna,85,Can't Remember to Forget You,2014
5 Seconds Of Summer,86,Amnesia,2014
T.I. featuring Iggy Azalea,87,No Mediocre,2014
Kongos,88,Come With Me Now,2014
Lil Wayne featuring Drake,89,Believe Me,2014
"It featuring Miley Cyrus, Wiz Khalifa and Juicy J",90,23 - Mike Will Made,2014
Jake Owen,91,Beachin',2014
Macklemore & Ryan Lewis featuring Schoolboy Q and Hollis,92,White Walls,2014
5 Seconds Of Summer,93,She Looks So Perfect,2014
Zedd featuring Hayley Williams,94,Stay the Night,2014
Beyonce,95,Partition,2014
Schoolboy Q featuring BJ The Chicago Kid,96,Studio,2014
Drake,97,0 To 100 / The Catch Up,2014
Lee Brice,98,I Don't Dance,2014
Miranda Lambert with Carrie Underwood,99,Somethin' Bad,2014
Miley Cyrus,100,Adore You,2014
Mark Ronson featuring Bruno Mars,1,Uptown Funk,2015
Ed Sheeran,2,Thinking Out Loud,2015
Wiz Khalifa featuring Charlie Puth,3,See You Again,2015
Fetty Wap,4,Trap Queen,2015
Maroon 5,5,Sugar,2015
WALK THE MOON,6,Shut Up and Dance,2015
Taylor Swift,7,Blank Space,2015
Silento,8,Watch Me (Whip / Nae Nae),2015
The Weeknd,9,Earned It (Fifty Shades of Grey),2015
The Weeknd,10,The Hills,2015
OMI,11,Cheerleader (Felix Jaehn Remix),2015
The Weeknd,12,Can't Feel My Face,2015
Ellie Goulding,13,"Love Me Like You Do (From ""Fifty Shades of Grey"")",2015
Hozier,14,Take Me to Church,2015
Taylor Swift featuring Kendrick Lamar,15,Bad Blood,2015
Major Lazer and DJ Snake featuring M0,16,Lean On,2015
Jason Derulo,17,Want to Want Me,2015
Taylor Swift,18,Shake It Off,2015
Skrillex and Diplo With Justin Bieber,19,Where Are U Now,2015
Rachel Platten,20,Fight Song,2015
Fetty Wap featuring Remy Boyz,21,679,2015
Meghan Trainor,22,Lips Are Movin,2015
Fifth Harmony featuring Kid Ink,23,Worth It,2015
Omarion featuring Chris Brown and Jhene Aiko,24,Post To Be,2015
Andy Grammer,25,Honey - I'm Good,2015
Sam Smith,26,I'm Not the Only One,2015
Selena Gomez featuring A$AP Rocky,27,Good for You,2015
Meghan Trainor,28,All About That Bass,2015
Taylor Swift,29,Style,2015
Drake,30,Hotline Bling,2015
Bebe Rexha and Afrojack,31,Hey Mama - David Guetta featuring Nicki Minaj,2015
Flo Rida featuring Sage The Gemini and Lookas,32,GDFR,2015
Justin Bieber,33,What Do You Mean?,2015
Ed Sheeran,34,Photograph,2015
Adele,35,Hello,2015
Shawn Mendes,36,Stitches,2015
Tove Lo,37,Talking Body,2015
Nick Jonas,38,Jealous,2015
Yo,39,Time of Our Lives - Pitbull and Ne,2015
R. City featuring Adam Levine,40,Locked Away,2015
and Paul McCartney,42,FourFiveSeconds - Rihanna - Kanye West,2015
Fall Out Boy,43,Centuries,2015
Sam Hunt,45,Take Your Time,2015
Maroon 5,46,Animals,2015
40,47,I Don't F**k With You - Big Sean featuring E,2015
Rihanna,48,Bitch Better Have My Money,2015
Rich Homie Quan,49,Flex (Ooh - Ooh - Ooh),2015
Wayne,50,Nasty Freestyle - T,2015
Lil Wayne and Chris Brown,51,Only - Nicki Minaj featuring Drake,2015
Sia,52,Elastic Heart,2015
Demi Lovato,53,Cool for the Summer,2015
X Ambassadors,54,Renegades,2015
Usher featuring Juicy J,55,I Don't Mind,2015
Ariana Grande and The Weeknd,56,Love Me Harder,2015
Taylor Swift,57,Wildest Dreams,2015
Sam Smith,58,Stay With Me,2015
DJ Snake and Alunageorge,59,You Know You Like It,2015
Fall Out Boy,60,Uma Thurman,2015
Beyonce,61,7/11,2015
Selena Gomez,62,The Heart Wants What It Wants,2015
Little Big Town,63,Girl Crush,2015
Trey Songz,64,Slow Motion,2015
One Direction,65,Drag Me Down,2015
Nicki Minaj featuring Drake and Lil Wayne,66,Truffle Butter,2015
Ariana Grande,67,One Last Time,2015
Nick Jonas,68,Chains,2015
Meek Mill featuring Chris Brown and Nicki Minaj,69,All Eyes On You,2015
Rae Sremmurd,70,No Type,2015
Vance Joy,71,Riptide,2015
Jidenna featuring Roman GianArthur,72,Classic Man,2015
Elle King,73,Ex's & Oh's,2015
Meghan Trainor,74,Dear Future Husband,2015
Charlie Puth featuring Meghan Trainor,75,Marvin Gaye,2015
Meghan Trainor featuring John Legend,76,Like I'm Gonna Lose You,2015
Tove Lo,77,Habits (Stay High),2015
James Newton Howard featuring Jennifer Lawrence,78,The Hanging Tree,2015
O.T. Genasis,79,CoCo,2015
Ariana Grande and Nicki Minaj,80,Bang Bang - Jessie J,2015
Sam Smith,81,Lay Me Down,2015
iLoveMakonnen featuring Drake,82,Tuesday,2015
iLoveMemphis,83,Hit the Quan,2015
Kool Moe Dee and Grandmaster Caz,84,Downtown - Macklemore and Ryan Lewis featuring Eric Nally - Melle Mel,2015
Sam Hunt,85,House Party,2015
Chris Brown X Tyga,86,Ayo,2015
Luke Bryan,87,Kick the Dust Up,2015
Big Sean featuring Drake and Kanye West,88,Blessings,2015
George Ezra,89,Budapest,2015
Sia,90,Chandelier,2015
Kelly Clarkson,91,Heartbeat Song,2015
Ed Sheeran,92,Don't,2015
Ella Henderson,93,Ghost,2015
Alessia Cara,94,Here,2015
Mr. Probz,95,Waves,2015
Nicky Jam and Enrique Iglesias,96,El Perdon (Forgiveness),2015
Yo featuring Juicy J,97,She Knows - Ne,2015
One Direction,98,Night Changes,2015
Drake,99,Back To Back,2015
Calvin Harris and Disciples,100,How Deep Is Your Love,2015
Justin Bieber,1,Love Yourself,2016
Justin Bieber,2,Sorry,2016
Drake,3,One Dance (feat. Wizkid and Kyla),2016
Rihanna,4,Work (feat. Drake),2016
twenty one pilots,5,Stressed Out,2016
Desiigner,6,Panda,2016
Hello,7,Adele,2016
The Chainsmokers,8,Don't Let Me Down (feat. Daya),2016
Justin Timberlake,9,CAN'T STOP THE FEELING!,2016
The Chainsmokers,10,Closer (feat. Halsey),2016
Sia,11,Cheap Thrills (feat. Sean Paul),2016
Lukas Graham,12,7 Years,2016
Rihanna,13,Needed Me,2016
Flo Rida,14,My House,2016
Mike Posner,15,I Took a Pill in Ibiza,2016
Fifth Harmony,16,Work from Home (feat. Ty Dolla $ign),2016
Calvin Harris,17,This Is What You Came For (feat. Rihanna),2016
DNCE,18,Cake By the Ocean,2016
Eazy x Bebe Rexha,19,"Me, Myself & I - G",2016
twenty one pilots,20,Ride,2016
twenty one pilots,21,Heathens,2016
Zayne,22,Pillowtalk,2016
Shawn Mendes,23,Stitches,2016
Drake,24,Hotline Bling,2016
Major Lazer,25,Cold Water (feat. Justin Bieber & MØ),2016
Adele,26,Send My Love (To Your New Lover),2016
The Chainsmokers,27,Roses (feat. ROZES),2016
Shawn Mendes,28,Treat You Better,2016
Drake,29,Too Good (feat. Rihanna),2016
Future,30,Low Life (feat. The Weeknd),2016
Justin Bieber,31,What Do You Mean?,2016
The Weeknd,32,The Hills,2016
P!nk,33,"Just Like Fire (From ""Alice Through the Looking Glass"")",2016
D.R.A.M.,34,Broccoli (feat. Lil Yachty),2016
Bryson Tiller,35,Don't,2016
Ariana Grande,36,Dangerous Woman,2016
Drake á Future,37,Jumpman,2016
gnash,38,"i hate u, i love u (feat. Olivia O'Brien)",2016
Alessia Cara,39,Here,2016
Selena Gomez,40,Same Old Love,2016
Drake,41,Controlla,2016
Meghan Trainor,42,Like I'm Gonna Lose You (feat. John Legend),2016
Charlie Puth,43,One Call Away,2016
James Bay,44,Let It Go,2016
Meghan Trainor,45,NO,2016
Zara Larsson & MNEK,46,Never Forget You,2016
DJ Snake,47,Let Me Love You (feat. Justin Bieber),2016
Kent Jones,48,Don't Mind,2016
Florida Georgia Line,49,H.O.L.Y.,2016
Charlie Puth,50,We Don't Talk Anymore (feat. Selena Gomez),2016
Ariana Grande,51,Into You,2016
Kiiara,52,Gold,2016
Bryson Tiller,53,Exchange,2016
Fetty Wap,54,679 (feat. Monty),2016
Jeremih,55,Oui,2016
Selena Gomez,56,Hands To Myself,2016
Kevin Gates,57,2 Phones,2016
The Weeknd,58,Starboy (feat. Daft Punk),2016
DJ Khaled,59,For Free (feat. Drake),2016
Flume,60,Never Be Like You (feat. Kai),2016
The Weeknd,61,In the Night,2016
Meghan Trainor,62,Me Too,2016
Elle King,63,Ex's & Oh's,2016
Thomas Rhett,64,Die a Happy Man,2016
Post Malone,65,White Iverson,2016
Nick Jonas,66,Close (feat. Tove Lo),2016
X Ambassadors,67,Unsteady,2016
"Lil Wayne, Wiz Khalifa, & Imagine Dragons",68,"Sucker for Pain (with Logic, Ty Dolla $ign, & X Ambassadors)",2016
Yo Gotti,69,Down In the DM (feat. Nicki Minaj) [Remix],2016
Tory Lanez,70,Luv,2016
Beyoncé,71,Sorry,2016
The Weeknd,72,Can't Feel My Face,2016
